"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1611257278149033984","Fri Jan 06 07:04:05 +0000 2023","0","erksNEWS - Usai 7 Bocah Keracunan Chiki Ngebul Kemenkes Terbitkan Surat Edaran #Kemenkes #Suratedaran #Pelayanankesehatan #SDN2Ciawang #sumedang #erksfm #newserks -LPPL eRKS FM- Lihat Selengkapnya di: https://t.co/GYmyOkmqRq https://t.co/LMgQXTuB50","1611257278149033984","https://pbs.twimg.com/media/FlxV9MlWYAEWYN2.jpg","","in","Sumedang","0","0","0","https://x.com/eRKSFM/status/1611257278149033984","340207193","eRKSFM"
"1724811522226917512","Wed Nov 15 15:28:07 +0000 2023","1","Kebutuhan masyarakat dimanapun itu selalu jadi prioritas @PKSejahtera. Hal inilah yg jadi inspirasi @PksKoreaSelatan dalam membuat program ini PKS Rintis Pelayanan Kesehatan untuk WNI di Korea Selatan Bersama dr. Hasmeinda #pelayanankesehatan #wnikorea https://t.co/6vweDE2E2g https://t.co/pUAwPilJv0","1724811522226917512","https://pbs.twimg.com/media/F-_C8FTXgAA5ccf.jpg","","in","South Korea","0","0","0","https://x.com/PksKoreaSelatan/status/1724811522226917512","379616180","PksKoreaSelatan"
"1781943286669930997","Sun Apr 21 07:09:21 +0000 2024","0","Aparat keamanan hadir memberikan layanan kesehatan di pedalaman papua #Papua #PelayananKesehatan #PapuaNKRI #KesehatanPapua #PapuaMaju https://t.co/cL17eNk5yz","1781943286669930997","https://pbs.twimg.com/media/GLq7-ERboAAD0X5.jpg","","in","Kuningan, Jawa Barat Indonesia","0","0","0","https://x.com/RFatwala/status/1781943286669930997","1564543173132980225","RFatwala"
"1654422249758396417","Fri May 05 09:46:16 +0000 2023","13","Terima kasih kepada para bidan atas dedikasi dan kerja kerasnya dalam membantu kelahiran bayi-bayi baru di dunia ini. Selamat Hari Bidan semoga semakin sukses dalam memberikan pelayanan yang terbaik untuk ibu dan bayi #haribidan #bidanindonesia #pelayanankesehatan #ibuhamil https://t.co/xEYux7yIvj","1654422249758396417","https://pbs.twimg.com/media/FvWwHLdaAAEPtxW.jpg","","in","Jl Diponegoro no.60 Jakarta","1","4","5","https://x.com/DPP_PPP/status/1654422249758396417","219664498","DPP_PPP"
"1781943375362715781","Sun Apr 21 07:09:42 +0000 2024","1","Membaiknya Pelayanan Kesehatan untuk Masyarkat Papua dari Aparat Keamanan #Papua #PelayananKesehatan #PapuaNKRI #KesehatanPapua #PapuaMaju https://t.co/KsFdBrLEXu","1781943375362715781","","","in","DKI Jakarta","0","0","0","https://x.com/JulieMarshaa/status/1781943375362715781","1579641677127782400","JulieMarshaa"
"1781943329401483503","Sun Apr 21 07:09:31 +0000 2024","1","Dokter dan Perawat dari Aparat Keamanan memberikan Pelayanan Kesehatan terbaiknya #Papua #PelayananKesehatan #PapuaNKRI #KesehatanPapua #PapuaMaju https://t.co/67dVlujyVf","1781943329401483503","","","in","DKI Jakarta","0","0","0","https://x.com/JulieMarshaa/status/1781943329401483503","1579641677127782400","JulieMarshaa"
"1781943351149015460","Sun Apr 21 07:09:36 +0000 2024","1","Semoga denngan kehadiran tim kesehatan dari Aparat Kemanan Pelayanan Kesehatan di Papua semakin membaik #Papua #PelayananKesehatan #PapuaNKRI #KesehatanPapua #PapuaMaju https://t.co/teI20c6N20","1781943351149015460","","","in","DKI Jakarta","0","0","0","https://x.com/JulieMarshaa/status/1781943351149015460","1579641677127782400","JulieMarshaa"
"1692921239965192667","Sat Aug 19 15:27:31 +0000 2023","6","PIP @PksKoreaSelatan selalu berusaha untuk memberikan layanan yang terbaik bagi WNI di Korea Selatan. Seperti Juli kemarin ini! ▶️ Alhamdulillah PKS Rintis Pelayanan Kesehatan untuk WNI di Korea Selatan Bersama dr. Hasmeinda https://t.co/QWeaU2KmVr #pelayanankesehatan #PIPKorSel https://t.co/izma9AI4a6","1692921239965192667","https://pbs.twimg.com/media/F3525TWWgAANtYW.jpg","","in","South Korea","0","0","0","https://x.com/PksKoreaSelatan/status/1692921239965192667","379616180","PksKoreaSelatan"
"1770761831193227629","Thu Mar 21 10:38:14 +0000 2024","1","Papua kini mendapatkan Pelayanan Kesehatan yang baik #KesehatanPapua #PapuaSejahtera #PelayananKesehatan #PapuaNKRI https://t.co/YKRCZ90Pqa","1770761831193227629","","","in","DKI Jakarta","0","1","0","https://x.com/PatriaReppi/status/1770761831193227629","292256118","PatriaReppi"
"1790049570891665502","Mon May 13 16:00:49 +0000 2024","0","#primayahospital #pelayanankesehatan #Anniversary #rumahsakit Anniversary ke-3 Primaya Hospital Pasar Kemis Berikan Pelayanan Terbaik Dan Modern https://t.co/YWjeBMyE0C","1790049570891665502","","","in","Tangerang, Banten","0","0","0","https://x.com/RedaksiBanten/status/1790049570891665502","1634879377245868096","RedaksiBanten"
